小区名称,销售状态,位置,房屋类型,更新时间,售价/均价,参考总价
鲁能领秀城(别墅),在售,[南岸-茶园新区]天文大道17号,不限(3)，一居(3)，二居(11)，三居(12)，四居(3)，五居及以上(3),2017.08.15,总价待定,
中国核建紫金一品(公寓),在售,[南岸-弹子石]学苑路3号,二居(12),2017.08.10,"均价15,000元/m²",总价待定
法蓝西莊邸蓝铂湾,在售,南岸 - 南岸米兰大道（内环高速在茶园下道第二个红绿灯前行150米）,不限(5)，三居(2)，四居(1),2017.07.28,售价待定,总价待定
晋愉林畔神韵(别墅),售罄,大渡口 - 西城大道666号（绿岛中央公园内）,二居(1)，三居(3)，五居及以上(1),,总价待定,
中交中央公园,在售,[渝北-中央公园]公园东路南段,二居(4)，三居(1),2018.02.24,售价待定,总价待定
龙湖新江与城,待售,"[渝北-两江新区]金开大道,近华山南路",不限(2)，二居(3)，三居(2)，四居(2),2017.07.18,售价待定,总价待定
泊家酒店（公寓）,在售,[渝北]新牌坊哈弗轻舟公交站（导航君悦世...,,2018.02.07,"均价18,000元/m²",41-81万元
港城印象,在售,[江北-海尔路]港城南路20号,一居(4)，二居(2)，三居(2),2018.03.06,"最低9,800元/m²起",63-77万元
金隅大成时代都汇,待售,南岸 - 金成路1号（茶园管委会公交车站边）,一居(2)，二居(12)，三居(2),2017.08.09,售价待定,总价待定
恒通御景天都(别墅),售罄,大渡口 - 柏华街25号（中华美德公园附近）,二居(5)，三居(2),,总价待定,
隆鑫鸿府,待售,[渝北-回兴]宝环路3号(机场路宝石路交汇处),一居(4)，二居(10)，三居(9)，四居(7),2018.02.27,"均价11,000元/m²",60-94万元
重庆时光城（公寓）,在售,[渝北-冉家坝],,2018.01.17,"均价13,800元/m²",68-91万元
北大资源悦来,待售,[渝北-悦来]悦城三路1号,不限(1)，一居(1)，二居(6)，三居(2)，四居(3),2018.02.27,售价待定,"12,000元/m²"
恋湖学郡,在售,"[渝北-回兴]锦华路,近金兴大道",三居(6),2018.02.22,"最低11,000元/m²起",98-112万元
棕榈泉悦江国际,在售,渝北 - 悦来街道滨江路60号（重庆悦来国际会展中心旁）,四居(5),2018.01.11,"均价22,000元/m²",297-356万元
星耀天地,待售,[江北-北滨路]天澜大道11号（朝天门大桥旁）,一居(2)，二居(1)，三居(1)，四居(2),2018.01.25,售价待定,"15,800元/m²"
中亿阳明山水,在售,[江北-海尔路]海尔路179号（江北区政府对面）,二居(26)，三居(4),2018.02.22,"最低16,500元/m²起",102-153万元
中国铁建西派城,在售,[江北-江北嘴]北滨二路大佛寺大桥旁,三居(1)，四居(3),2018.02.23,"均价20,000元/m²",300-320万元
庆业九寨印象,在售,江北 - 渝北渝鲁大道188号(渝鲁大道与海尔路交汇处，巴蜀鲁能校区旁...,一居(2)，二居(10)，三居(8),2017.08.01,"均价16,000元/m²",总价待定
渝能长悦府,待售,[南岸-茶园新区]长生政府对面,三居(21),2017.08.17,售价待定,总价待定
金辉耀江府,在售,[南岸-南滨路]金辉公园里,不限(5)，三居(1)，四居(3),2017.08.15,售价待定,总价待定
金科天宸(别墅),在售,[沙坪坝-西永]永祥路107号,不限(9)，二居(22)，三居(27)，四居(8)，五居及以上(1),2017.07.26,总价待定,
金融广场首座,售罄,大渡口 - 钢花路（轻轨2号线新山村附近）,二居(2),,"均价8,102元/m²",总价待定
首地江山赋(别墅),在售,[渝北-悦来]悦城路,四居(1)，五居及以上(1),2017.10.10,340-364万元/套,
龙湖九里晴川,待售,"[渝北-大竹林]金通大道,近平祥路",四居(5)，五居及以上(1),2017.07.26,售价待定,总价待定
金瓯理工国际,在售,[渝北-两江新区]嘉福路108号,二居(2)，三居(2),2017.08.22,售价待定,总价待定
融创金开融府(别墅),在售,"[渝北-两江新区]金开大道,近云竹路",不限(8),2017.07.26,总价待定,
星耀天地梵悦公馆（公寓）,待售,[江北-北滨路]天澜大道11号（朝天门大桥旁）,不限(1)，二居(1),2017.10.19,"均价18,000元/m²",总价待定
寰宇天下,在售,[江北-江北嘴]东升门路7号,三居(2)，四居(2),2017.08.16,售价待定,总价待定
保利江上明珠(别墅),待售,[江北-鸿恩寺]鸿恩三路58号,二居(1)，三居(9)，四居(5)，五居及以上(8),2017.07.04,总价待定,
国奥村(别墅),在售,江北 - 江北北滨路国奥片区（原江北农场）,一居(3)，二居(1)，三居(5)，四居(4),2017.08.16,总价待定,
万科金色悦城城市之光,在售,"[沙坪坝-凤天路]凤中路,近煤分院支路",一居(4),2017.07.26,售价待定,总价待定
融汇温泉城童话里,待售,[沙坪坝-梨树湾]融汇温泉旁,二居(15)，三居(2),2017.07.19,售价待定,总价待定
鸥鹏泊雅湾二期(别墅),待售,[沙坪坝-大学城]虎溪镇学智路651号,一居(1)，二居(4)，三居(2),2017.08.21,总价待定,
华宇城(别墅),在售,[沙坪坝]凤西路一站(凤鸣山小学附近),二居(4)，四居(1),2017.08.02,总价待定,
恒大优活城,待售,[沙坪坝-西永]微电园地铁站旁,,2017.08.11,售价待定,总价待定
华宇城,在售,[沙坪坝]凤西路一站(凤鸣山小学附近),二居(4)，四居(1),2017.08.02,售价待定,总价待定
渝开发格莱美城,待售,[沙坪坝-西永]赖家桥轻轨站旁,一居(2)，二居(3),2017.08.14,售价待定,总价待定
国盛园墅(别墅),在售,[沙坪坝-西永]商务中心区·西尊路188号,不限(2)，一居(1)，二居(1)，三居(1)，四居(1)，五居及以上(2),2017.08.21,总价待定,
渝富滨江首岸,待售,沙坪坝 - 井双片区原特钢厂位置（石井坡轻轨站前行约500-800米）,一居(1)，二居(5)，三居(4)，四居(1),2017.07.31,售价待定,总价待定
佳禾鑫新座,售罄,[大渡口-九宫庙]大渡口步行街,一居(2)，二居(3),2017.04.05,售价待定,总价待定
蓝谷小镇(别墅),售罄,大渡口 - 与迎宾大道交汇处（紧临大渡口区迎宾大道）,二居(14)，三居(8),,总价待定,
渝开发星河one(别墅),在售,[渝北-回兴]双湖路（黄桷坪公园旁）,不限(9),2017.08.10,总价待定,
重庆金茂墅(别墅),在售,渝北 - 公园西路（公园西路与同茂大道交汇处）,三居(2)，四居(4),2017.08.02,总价待定,
万科江上明月,在售,[江北-石马河]宏帆路121号（双碑大桥桥头）,四居(2),2017.08.19,售价待定,总价待定
保利观澜(公寓),待售,[江北-海尔路]寸滩街道凤澜路86号,一居(2)，二居(8)，三居(6)，四居(3),2017.07.26,售价待定,总价待定
国兴北岸江山,待售,[江北-北滨路]北兴路18号（鸿恩寺公园旁）,二居(8)，三居(7)，四居(3),2017.11.15,售价待定,"13,900元/m²"
龙湖佰乐街(公寓),在售,[江北-观音桥]建新北路侧,不限(5),2017.08.01,"均价26,000元/m²",总价待定
观音桥龙湖新壹街(公寓),在售,江北 - 江北鹞子丘（临近观音桥步行街）,不限(5),2017.11.22,售价待定,总价待定
中庚城(公寓),在售,北碚 - 北碚蔡家组团蔡通路508号（北碚中央森林公园旁）,一居(3)，二居(11)，三居(2)，四居(4),2018.02.24,"均价8,800元/m²",33-52万元
金阳第一农场大学城(别墅),在售,[沙坪坝-大学城]大学城南二路1001号,不限(1)，一居(1)，二居(5)，三居(4)，四居(3),2017.08.07,总价待定,
富州新城兰亭,待售,[沙坪坝-三峡广场]富洲路3号,一居(1)，二居(8)，三居(7),2017.08.11,售价待定,总价待定
鸥鹏泊雅湾二期,待售,[沙坪坝-大学城]虎溪镇学智路651号,一居(1)，二居(4)，三居(2),2017.08.21,售价待定,总价待定
龙湖西宸原著(别墅),待售,[沙坪坝-大学城]科技学院东侧,,2017.08.16,总价待定,
恒大优活城(别墅),待售,[沙坪坝-西永]微电园地铁站旁,,2017.08.11,总价待定,
铺金丽城巴洛克公寓(别墅),售罄,大渡口 - 大渡口翠园路109号（大渡口公园后门）,一居(6)，二居(2),,总价待定,
保利山庄梧桐,待售,[江北-观音桥]鸿恩寺公园正大门,四居(9),2017.08.16,售价待定,总价待定
华宇春江花月(别墅),售罄,[渝中]黄杨路20号(鹅公岩大桥旁),三居(2),,总价待定,
银翔城,在售,[北碚-城北新区]银翔大道169号,一居(2)，二居(1),2017.08.22,"均价4,000元/m²",36万元
中昂星汇,在售,北碚 - 北碚蔡家同熙路（轻轨6号线蔡家站旁）,一居(5)，二居(2),2018.01.03,"均价6,300元/m²",45-77万元
新宝龙易城(公寓),售罄,大渡口 - 组团B分区1-3/03号地块（轻轨2号线平安站旁）,一居(1)，二居(6)，三居(1),,售价待定,总价待定
云飞九龙香山,待售,[九龙坡-巴国城]冬山路10号,二居(4),2017.07.20,售价待定,总价待定
江枫雅居(别墅),售罄,渝中 - 解放西路141号（南纪门中药材市场车站旁）,一居(3)，二居(4)，三居(2),,总价待定,
爱情谷,在售,[北碚]静山路43号,一居(1)，二居(5)，三居(3),2017.08.21,"均价6,500元/m²",49-79万元
东原嘉阅湾(别墅),在售,[北碚-蔡家]嘉源路99号,不限(3),2017.08.22,154万元/套,
鲁商云山雅筑(别墅),在售,[北碚-城北新区]缙云大道107号,四居(1),2017.08.09,198万元/套,
中国铁建山语城(别墅),在售,北碚 - 缙云大道168号(缙云山健身梯附近),不限(11),2017.07.26,276-363万元/套,
中甬优米优米,售罄,大渡口 - 松青路1066号（大渡口步行街附近与松青路交汇处）,二居(1)，四居(1),2016.10.20,"均价7,000元/m²",总价待定
中航九悦荟(公寓),待售,[九龙坡-二郎]二郎火炬大道5号,不限(3),2017.08.22,"均价8,300元/m²",总价待定
金辉优步大道,在售,[九龙坡-石桥铺]朝阳路227号,二居(2)，四居(3),2017.08.15,"均价16,500元/m²",总价待定
龙湖新壹城(公寓),待售,[九龙坡-高新区]科园二街121号,不限(2),2017.08.07,"均价12,000元/m²",总价待定
中粮鸿云,待售,[九龙坡-盘龙]九龙坡区蟠龙大道,三居(2)，四居(1),2017.08.17,售价待定,总价待定
上邦高尔夫国际社区(别墅),在售,[九龙坡-白市驿]上邦路5号,三居(5),2017.07.28,总价待定,
鹏润悦秀城,待售,[九龙坡-石桥铺]石杨路中段,不限(2),2017.08.09,售价待定,总价待定
和威山千院,在售,九龙坡 - 含谷镇鑫源路13号（鑫源工厂斜对面）,一居(3)，二居(1)，三居(1),2017.07.27,"均价5,700元/m²",18-59万元
恒大名都,售罄,[渝中-大坪]石油路1号,一居(3)，二居(1)，三居(3)，四居(3),2016.10.19,"均价5,800元/m²",总价待定
大鼎世纪滨江(公寓),售罄,[渝中]黄杨路24号（鹅公岩大桥旁）,一居(2)，二居(8)，三居(2),,售价待定,总价待定
康德国际(公寓),售罄,[渝中-大坪]单巷子88号,二居(21)，三居(7),,售价待定,总价待定
商社时代,售罄,渝中 - 渝中虎头岩石油路8号（五一技师学院旁）,一居(4)，二居(5),2016.11.16,"均价8,500元/m²",总价待定
首钢美利溪镇(别墅),在售,北碚 - 嘉运大道2号（渝武高速翡翠下道）,不限(8),2017.08.22,506万元/套,
阳光100阿尔勒(别墅),待售,[巴南-龙洲湾]渝南大道163号,不限(6),2017.08.21,总价待定,
蓝谷小镇,售罄,大渡口 - 与迎宾大道交汇处（紧临大渡口区迎宾大道）,二居(14)，三居(8),,"均价7,645元/m²",总价待定
西海岸,在售,[九龙坡-西彭]九龙坡区西彭镇新城东路16号,二居(2)，三居(2),2017.08.01,"均价4,500元/m²",28-45万元
北京城建熙城,在售,[九龙坡-西彭]白彭路8号,二居(2)，三居(2),2017.08.04,"均价4,000元/m²",32万元
鲁能九龙花园(公寓),在售,[九龙坡-石坪桥]火炬大道9号,不限(2),2018.01.17,"最低9,600元/m²起",32万元
旭城公园府邸,在售,[九龙坡-白市驿]白彭路350号,一居(1)，二居(2)，三居(1),2017.08.09,"均价5,400元/m²",33-50万元
尚江宸溪香苑,在售,[九龙坡-西彭]铝城大道48号,二居(1)，三居(1),2017.07.25,"均价4,400元/m²",33-50万元
富邦金玖（公寓）,在售,[九龙坡]六店子长新路（烟灯山公园旁）,三居(1),2017.12.21,"均价10,000元/m²",36-51万元
金辉耀江府,在售,[南岸-南滨路]金辉公园里,不限(5)，三居(1)，四居(3),2017.08.15,售价待定,总价待定
里面,售罄,[渝中-解放碑]大溪沟轻轨站旁,一居(8)，二居(7),2016.12.13,"均价14,500元/m²",总价待定
协信阿卡迪亚,售罄,[渝中-大坪]石油路102号(六店子小学旁),一居(3)，二居(4)，三居(1)，四居(2)，五居及以上(2),,"均价9,100元/m²",总价待定
重庆总部城,售罄,[渝中-大坪]石油路(虎头岩转盘旁),二居(5)，三居(2),,"均价8,906元/m²",总价待定
万科锦程,售罄,[渝中-大坪]渝州路（河运校原址）,二居(6)，三居(6)，四居(2),,"均价11,268元/m²",总价待定
中安长岛(别墅),在售,[北碚-童家溪]同兴北路99号(三溪口翡翠湖旁),不限(1)，五居及以上(2),2017.08.22,695-861万元/套,
水天花园(公寓),售罄,北碚 - 高速路(三溪口红鼎高尔夫球会旁),一居(1)，二居(2)，三居(2)，四居(13)，五居及以上(7),,售价待定,总价待定
联发龙洲湾1号(公寓),待售,巴南 - 重庆市巴南区龙洲湾商圈海洋公园旁·联发丨龙洲湾1号,二居(6)，三居(2)，四居(4),2017.08.17,售价待定,总价待定
朵力品道,售罄,[大渡口-双山]双林路2号（巴国城旁）,二居(2)，三居(2),,"均价6,573元/m²",总价待定
顺祥壹街区,售罄,[大渡口-区府]文体路88号(体育馆旁),一居(10)，二居(3),,"均价7,932元/m²",总价待定
华宇时代星空,待售,[九龙坡-石桥铺]歇台子地铁站旁,一居(7),2017.08.17,"均价16,800元/m²",42-72万元
鲁能领秀城（公寓）,在售,[南岸-茶园新区]天文大道17号,不限(3)，一居(3)，二居(11)，三居(12)，四居(3)，五居及以上(3),2017.11.01,售价待定,总价待定
万科金域学府,待售,[南岸-学府路]二塘路59号,三居(12)，四居(1),2017.08.14,售价待定,总价待定
光华安纳溪湖(别墅),在售,[南岸-茶园新区]米兰大道19号,不限(1)，一居(1)，二居(3)，三居(4)，四居(1)，五居及以上(3),2017.07.27,总价待定,
和记黄埔御峰(别墅),待售,[南岸-南坪]御泰路201号,三居(2),2017.08.16,总价待定,
和记黄埔御峰,待售,[南岸-南坪]御泰路201号,三居(2),2017.08.16,售价待定,总价待定
融创玖玺台,在售,[南岸-铜元局]亚太路9号,三居(1)，四居(5)，五居及以上(1),2017.07.28,售价待定,总价待定
江与江南,待售,[南岸-弹子石]星河路85号（洋人街内）,三居(2),2017.07.17,售价待定,总价待定
融创江南融府,待售,[南岸-茶园新区]6号线刘家坪轻轨站旁,,2017.08.21,售价待定,总价待定
铂悦澜庭,待售,南岸 - 南滨路北段（大佛寺大桥南桥头下）,四居(2),2017.08.17,售价待定,总价待定
长帆江岸公馆,售罄,渝中 - 渝中化龙桥李子坝正街156号（牛滴路佛图关轻轨站旁）,一居(14)，二居(3)，三居(1),,"均价7,894元/m²",总价待定
鲁商云山原筑(别墅),售罄,[北碚-城南新区]缙云大道99号,一居(12)，二居(7)，三居(3),2017.05.03,总价待定,
首钢美利花都(别墅),售罄,[北碚-蔡家]嘉运大道2号,不限(10),2017.04.05,总价待定,
中庚城,售罄,北碚 - 北碚蔡家组团蔡通路508号（北碚中央森林公园旁）,一居(2)，二居(11)，三居(2),,售价待定,总价待定
芸峰兰亭,待售,巴南 - 渝南大道岔路口（民主新村小学旁）,二居(3)，三居(3),2017.08.17,售价待定,总价待定
复地云岭处,在售,[南岸-黄桷桠]福寿路2号,二居(4)，三居(3),2017.08.17,"均价8,500元/m²",56-78万元
天盈中心(公寓),在售,[南岸-南坪]白鹤路45号（红绿灯下行200米）,不限(2),2017.07.26,"均价12,000元/m²",58-70万元
复地山与城,在售,南岸 - 福寿路2号（重庆邮电大学与老厂道路之间）,不限(5)，二居(1)，三居(1),2017.07.27,"均价9,000元/m²",59-477万元
天怡碧桂苑,售罄,[渝中-解放碑]辅向路1号(好百年家居对面),一居(1)，二居(5)，三居(1),,"均价8,799元/m²",总价待定
重庆公馆,售罄,[渝中-上清寺]嘉滨路208号(大溪沟轻轨车站旁),一居(2)，二居(3)，三居(1),,"均价21,111元/m²",总价待定
书香苑,售罄,[渝中-上清寺]华福巷（重庆人民大礼堂旁）,一居(5)，二居(2),,"均价8,816元/m²",总价待定
